time_s,x_m,y_m,yaw_rad,target_x_m,target_y_m,target_error_m,linear_velocity_m_s,angular_velocity_rad_s
0.003031,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,-0.257375,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,0.000000,0.000000,0.000000
0.032729,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,-0.257375,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,0.000000,0.000000,0.000000
0.066126,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,-0.257375,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,0.000000,0.000000,0.000000
0.099256,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,-0.257375,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,0.000000,0.000000,0.000000
0.132595,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,-0.257375,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,0.000000,0.000000,0.000000
0.166059,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,-0.257375,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,0.000000,0.000000,0.000000
0.199389,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,-0.257375,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,0.000000,0.000000,0.000000
0.235143,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,-0.257375,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,0.000000,0.000000,0.000000
0.267152,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,-0.257375,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,0.000000,0.000000,0.000000
0.300439,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,-0.257375,767217925266335522519883445024076189285011550871142232477027495248711373983247735610388702049736613087710340681310587522844892777576906362265240880995955409648802515137759691563363653616862712159688752916061815970988032.000000,2183939385730308635208420668460933914736575353792636055752251780277989982624268939247965316352032902605804190037285301907091865443511872780909337358499977323070554945362491120558481062474374010441479208921758922607624477388728235833881085870080.000000,0.000000,0.000000,0.000000
